ODD;Cible;Indicateur;Mots-cles
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-03 : By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally;Indicateur 06-03-01 : Proportion of domestic and industrial wastewater flows safely treated;isic categories
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-03 : By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally;Indicateur 06-03-01 : Proportion of domestic and industrial wastewater flows safely treated;national level
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-03 : By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally;Indicateur 06-03-01 : Proportion of domestic and industrial wastewater flows safely treated;point sources
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-03 : By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally;Indicateur 06-03-01 : Proportion of domestic and industrial wastewater flows safely treated;non-point sources
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-03 : By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally;Indicateur 06-03-01 : Proportion of domestic and industrial wastewater flows safely treated;diffused pollution
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-03 : By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally;Indicateur 06-03-01 : Proportion of domestic and industrial wastewater flows safely treated;progressive inclusion
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-03 : By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally;Indicateur 06-03-01 : Proportion of domestic and industrial wastewater flows safely treated;policy decisions
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-03 : By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally;Indicateur 06-03-01 : Proportion of domestic and industrial wastewater flows safely treated;polluter pays principle
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-03 : By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally;Indicateur 06-03-01 : Proportion of domestic and industrial wastewater flows safely treated;combined sewers
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-03 : By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally;Indicateur 06-03-01 : Proportion of domestic and industrial wastewater flows safely treated;urban stormwater
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-03 : By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally;Indicateur 06-03-01 : Proportion of domestic and industrial wastewater flows safely treated;tertiary treatment
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-03 : By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally;Indicateur 06-03-01 : Proportion of domestic and industrial wastewater flows safely treated;on-premises treatment
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-03 : By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally;Indicateur 06-03-01 : Proportion of domestic and industrial wastewater flows safely treated;off-premises treatment
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-03 : By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally;Indicateur 06-03-01 : Proportion of domestic and industrial wastewater flows safely treated;domestic wastewater
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-03 : By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally;Indicateur 06-03-01 : Proportion of domestic and industrial wastewater flows safely treated;sanitary wastewater
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-03 : By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally;Indicateur 06-03-01 : Proportion of domestic and industrial wastewater flows safely treated;surface runoff
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-03 : By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally;Indicateur 06-03-01 : Proportion of domestic and industrial wastewater flows safely treated;cooling water
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-03 : By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally;Indicateur 06-03-01 : Proportion of domestic and industrial wastewater flows safely treated;other economic activities
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-03 : By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally;Indicateur 06-03-01 : Proportion of domestic and industrial wastewater flows safely treated;urban wastewater
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-03 : By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally;Indicateur 06-03-01 : Proportion of domestic and industrial wastewater flows safely treated;wastewater discharge
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-03 : By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally;Indicateur 06-03-02 : Proportion of bodies of water with good ambient water quality;water quality
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-03 : By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally;Indicateur 06-03-02 : Proportion of bodies of water with good ambient water quality;ambient water quality
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-03 : By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally;Indicateur 06-03-02 : Proportion of bodies of water with good ambient water quality;surface water
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-03 : By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally;Indicateur 06-03-02 : Proportion of bodies of water with good ambient water quality;non-point-source pollution
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-03 : By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally;Indicateur 06-03-02 : Proportion of bodies of water with good ambient water quality;point source pollution
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-03 : By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally;Indicateur 06-03-02 : Proportion of bodies of water with good ambient water quality;river basin
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-03 : By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally;Indicateur 06-03-02 : Proportion of bodies of water with good ambient water quality;river water body
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-03 : By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally;Indicateur 06-03-02 : Proportion of bodies of water with good ambient water quality;target value
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-03 : By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally;Indicateur 06-03-02 : Proportion of bodies of water with good ambient water quality;toxic substance
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-03 : By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally;Indicateur 06-03-02 : Proportion of bodies of water with good ambient water quality;transboundary waters
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-03 : By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally;Indicateur 06-03-02 : Proportion of bodies of water with good ambient water quality;water quality index
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-04 : By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity;Indicateur 06-04-01 : Change in water-use efficiency over time;water use efficiency
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-04 : By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity;Indicateur 06-04-01 : Change in water-use efficiency over time;isic a
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-04 : By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity;Indicateur 06-04-01 : Change in water-use efficiency over time;aquastat glossary
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-04 : By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity;Indicateur 06-04-01 : Change in water-use efficiency over time;mimec sectors
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-04 : By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity;Indicateur 06-04-01 : Change in water-use efficiency over time;services sectors
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-04 : By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity;Indicateur 06-04-01 : Change in water-use efficiency over time;value added (gross)
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-04 : By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity;Indicateur 06-04-01 : Change in water-use efficiency over time;arable land
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-04 : By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity;Indicateur 06-04-01 : Change in water-use efficiency over time;permanent crops
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-04 : By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity;Indicateur 06-04-02 : Level of water stress: freshwater withdrawal as a proportion of available freshwater resources;water stress
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-04 : By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity;Indicateur 06-04-02 : Level of water stress: freshwater withdrawal as a proportion of available freshwater resources;freshwater withdrawal
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-04 : By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity;Indicateur 06-04-02 : Level of water stress: freshwater withdrawal as a proportion of available freshwater resources;renewable freshwater resources
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-04 : By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity;Indicateur 06-04-02 : Level of water stress: freshwater withdrawal as a proportion of available freshwater resources;environmental flow requirements
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-04 : By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity;Indicateur 06-04-02 : Level of water stress: freshwater withdrawal as a proportion of available freshwater resources;total freshwater withdrawal
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-04 : By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity;Indicateur 06-04-02 : Level of water stress: freshwater withdrawal as a proportion of available freshwater resources;total freshwater resources
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-05 : By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate;Indicateur 06-05-01 : Degree of integrated water resources management;national level
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-05 : By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate;Indicateur 06-05-01 : Degree of integrated water resources management;other levels
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-05 : By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate;Indicateur 06-05-01 : Degree of integrated water resources management;transboundary level.
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-05 : By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate;Indicateur 06-05-02 : Proportion of transboundary basin area with an operational arrangement for water cooperation;transboundary basin
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-05 : By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate;Indicateur 06-05-02 : Proportion of transboundary basin area with an operational arrangement for water cooperation;operational arrangement
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-05 : By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate;Indicateur 06-05-02 : Proportion of transboundary basin area with an operational arrangement for water cooperation;water management
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-06 : By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes;Indicateur 06-06-01 : Change in the extent of water-related ecosystems over time;artificial waterbodies
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-06 : By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes;Indicateur 06-06-01 : Change in the extent of water-related ecosystems over time;spatial area
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-06 : By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes;Indicateur 06-06-01 : Change in the extent of water-related ecosystems over time;water quality
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-06 : By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes;Indicateur 06-06-01 : Change in the extent of water-related ecosystems over time;extent change
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-06 : By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes;Indicateur 06-06-01 : Change in the extent of water-related ecosystems over time;reference year
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-06 : By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes;Indicateur 06-06-01 : Change in the extent of water-related ecosystems over time;ramsar convention
ODD06 : Ensure availability and sustainable management of water and sanitation for all;Cible 06-06 : By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes;Indicateur 06-06-01 : Change in the extent of water-related ecosystems over time;biophysical features
