ODD;Cible;Indicateur;Mots-cles
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-02 : End abuse, exploitation, trafficking and all forms of violence against and torture of children;Indicateur 16-02-01 : Proportion of children aged 1–17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month;psychological aggression
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-02 : End abuse, exploitation, trafficking and all forms of violence against and torture of children;Indicateur 16-02-01 : Proportion of children aged 1–17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month;past month
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-02 : End abuse, exploitation, trafficking and all forms of violence against and torture of children;Indicateur 16-02-02 : Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation;trafficking in persons
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-02 : End abuse, exploitation, trafficking and all forms of violence against and torture of children;Indicateur 16-02-02 : Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation;sexual exploitation
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-02 : End abuse, exploitation, trafficking and all forms of violence against and torture of children;Indicateur 16-02-02 : Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation;forced labor
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-02 : End abuse, exploitation, trafficking and all forms of violence against and torture of children;Indicateur 16-02-02 : Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation;removal of organs.
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-03 : Promote the rule of law at the national and international levels and ensure equal access to justice for all;Indicateur 16-03-01 : Proportion of victims of (a) physical, (b) psychological and/or (c) sexual violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms;violent crime
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-03 : Promote the rule of law at the national and international levels and ensure equal access to justice for all;Indicateur 16-03-01 : Proportion of victims of (a) physical, (b) psychological and/or (c) sexual violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms;reporting rates
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-03 : Promote the rule of law at the national and international levels and ensure equal access to justice for all;Indicateur 16-03-01 : Proportion of victims of (a) physical, (b) psychological and/or (c) sexual violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms;physical violence
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-03 : Promote the rule of law at the national and international levels and ensure equal access to justice for all;Indicateur 16-03-01 : Proportion of victims of (a) physical, (b) psychological and/or (c) sexual violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms;psychological violence
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-03 : Promote the rule of law at the national and international levels and ensure equal access to justice for all;Indicateur 16-03-01 : Proportion of victims of (a) physical, (b) psychological and/or (c) sexual violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms;sexual violence
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-03 : Promote the rule of law at the national and international levels and ensure equal access to justice for all;Indicateur 16-03-01 : Proportion of victims of (a) physical, (b) psychological and/or (c) sexual violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms;verbal attacks
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-03 : Promote the rule of law at the national and international levels and ensure equal access to justice for all;Indicateur 16-03-02 : Unsentenced detainees as a proportion of overall prison population;penal institution
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-03 : Promote the rule of law at the national and international levels and ensure equal access to justice for all;Indicateur 16-03-02 : Unsentenced detainees as a proportion of overall prison population;correctional institution
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-03 : Promote the rule of law at the national and international levels and ensure equal access to justice for all;Indicateur 16-03-02 : Unsentenced detainees as a proportion of overall prison population;persons held
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-03 : Promote the rule of law at the national and international levels and ensure equal access to justice for all;Indicateur 16-03-03 : Proportion of the population who have experienced a dispute in the past two years and who accessed a formal or informal dispute resolution mechanism, by type of mechanism;formal complaints
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-03 : Promote the rule of law at the national and international levels and ensure equal access to justice for all;Indicateur 16-03-03 : Proportion of the population who have experienced a dispute in the past two years and who accessed a formal or informal dispute resolution mechanism, by type of mechanism;appeal procedure
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-03 : Promote the rule of law at the national and international levels and ensure equal access to justice for all;Indicateur 16-03-03 : Proportion of the population who have experienced a dispute in the past two years and who accessed a formal or informal dispute resolution mechanism, by type of mechanism;legal advice/assistance
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-04 : By 2030, significantly reduce illicit financial and arms flows, strengthen the recovery and return of stolen assets and combat all forms of organized crime;Indicateur 16-04-01 : Total value of inward and outward illicit financial flows (in current United States dollars);illicit financial flows
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-04 : By 2030, significantly reduce illicit financial and arms flows, strengthen the recovery and return of stolen assets and combat all forms of organized crime;Indicateur 16-04-01 : Total value of inward and outward illicit financial flows (in current United States dollars);non-financial assets
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-04 : By 2030, significantly reduce illicit financial and arms flows, strengthen the recovery and return of stolen assets and combat all forms of organized crime;Indicateur 16-04-01 : Total value of inward and outward illicit financial flows (in current United States dollars);exchange of value
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-04 : By 2030, significantly reduce illicit financial and arms flows, strengthen the recovery and return of stolen assets and combat all forms of organized crime;Indicateur 16-04-01 : Total value of inward and outward illicit financial flows (in current United States dollars);tax evasion
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-04 : By 2030, significantly reduce illicit financial and arms flows, strengthen the recovery and return of stolen assets and combat all forms of organized crime;Indicateur 16-04-01 : Total value of inward and outward illicit financial flows (in current United States dollars);commercial practices
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-04 : By 2030, significantly reduce illicit financial and arms flows, strengthen the recovery and return of stolen assets and combat all forms of organized crime;Indicateur 16-04-01 : Total value of inward and outward illicit financial flows (in current United States dollars);illegal markets
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-04 : By 2030, significantly reduce illicit financial and arms flows, strengthen the recovery and return of stolen assets and combat all forms of organized crime;Indicateur 16-04-01 : Total value of inward and outward illicit financial flows (in current United States dollars);exploitation-type activities
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-04 : By 2030, significantly reduce illicit financial and arms flows, strengthen the recovery and return of stolen assets and combat all forms of organized crime;Indicateur 16-04-01 : Total value of inward and outward illicit financial flows (in current United States dollars);inward iffs
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-04 : By 2030, significantly reduce illicit financial and arms flows, strengthen the recovery and return of stolen assets and combat all forms of organized crime;Indicateur 16-04-01 : Total value of inward and outward illicit financial flows (in current United States dollars);outward iffs
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-04 : By 2030, significantly reduce illicit financial and arms flows, strengthen the recovery and return of stolen assets and combat all forms of organized crime;Indicateur 16-04-01 : Total value of inward and outward illicit financial flows (in current United States dollars);illicit income generation
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-04 : By 2030, significantly reduce illicit financial and arms flows, strengthen the recovery and return of stolen assets and combat all forms of organized crime;Indicateur 16-04-02 : Proportion of seized, found or surrendered arms whose illicit origin or context has been traced or established by a competent authority in line with international instruments;illicit origin
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-04 : By 2030, significantly reduce illicit financial and arms flows, strengthen the recovery and return of stolen assets and combat all forms of organized crime;Indicateur 16-04-02 : Proportion of seized, found or surrendered arms whose illicit origin or context has been traced or established by a competent authority in line with international instruments;last legal record
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-05 : Substantially reduce corruption and bribery in all their forms;Indicateur 16-05-01 : Proportion of persons who had at least one contact with a public official and who paid a bribe to a public official, or were asked for a bribe by those public officials, during the previous 12 months;public official
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-05 : Substantially reduce corruption and bribery in all their forms;Indicateur 16-05-01 : Proportion of persons who had at least one contact with a public official and who paid a bribe to a public official, or were asked for a bribe by those public officials, during the previous 12 months;undue advantage
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-05 : Substantially reduce corruption and bribery in all their forms;Indicateur 16-05-01 : Proportion of persons who had at least one contact with a public official and who paid a bribe to a public official, or were asked for a bribe by those public officials, during the previous 12 months;administrative bribery
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-06 : Develop effective, accountable and transparent institutions at all levels;Indicateur 16-06-01 : Primary government expenditures as a proportion of original approved budget, by sector (or by budget codes or similar);fiscal year
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-06 : Develop effective, accountable and transparent institutions at all levels;Indicateur 16-06-01 : Primary government expenditures as a proportion of original approved budget, by sector (or by budget codes or similar);armed conflicts
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-06 : Develop effective, accountable and transparent institutions at all levels;Indicateur 16-06-01 : Primary government expenditures as a proportion of original approved budget, by sector (or by budget codes or similar);natural disasters
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-06 : Develop effective, accountable and transparent institutions at all levels;Indicateur 16-06-01 : Primary government expenditures as a proportion of original approved budget, by sector (or by budget codes or similar);contingency vote(s)
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-06 : Develop effective, accountable and transparent institutions at all levels;Indicateur 16-06-01 : Primary government expenditures as a proportion of original approved budget, by sector (or by budget codes or similar);interest on debt
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-06 : Develop effective, accountable and transparent institutions at all levels;Indicateur 16-06-01 : Primary government expenditures as a proportion of original approved budget, by sector (or by budget codes or similar);suspense accounts
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-06 : Develop effective, accountable and transparent institutions at all levels;Indicateur 16-06-01 : Primary government expenditures as a proportion of original approved budget, by sector (or by budget codes or similar);macroeconomic shock.
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-06 : Develop effective, accountable and transparent institutions at all levels;Indicateur 16-06-02 : Proportion of population satisfied with their last experience of public services;government services
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-07 : Ensure responsive, inclusive, participatory and representative decision-making at all levels;"Indicateur 16-07-01 : Proportions of positions in national and local institutions, including (a) the legislatures; (b) the public service; and (c) the judiciary, compared to national distributions, by sex, age, persons with disabilities and population groups";member of parliament
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-07 : Ensure responsive, inclusive, participatory and representative decision-making at all levels;"Indicateur 16-07-01 : Proportions of positions in national and local institutions, including (a) the legislatures; (b) the public service; and (c) the judiciary, compared to national distributions, by sex, age, persons with disabilities and population groups";permanent committee
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-07 : Ensure responsive, inclusive, participatory and representative decision-making at all levels;"Indicateur 16-07-01 : Proportions of positions in national and local institutions, including (a) the legislatures; (b) the public service; and (c) the judiciary, compared to national distributions, by sex, age, persons with disabilities and population groups";population group
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-07 : Ensure responsive, inclusive, participatory and representative decision-making at all levels;"Indicateur 16-07-01 : Proportions of positions in national and local institutions, including (a) the legislatures; (b) the public service; and (c) the judiciary, compared to national distributions, by sex, age, persons with disabilities and population groups";public service
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-07 : Ensure responsive, inclusive, participatory and representative decision-making at all levels;"Indicateur 16-07-01 : Proportions of positions in national and local institutions, including (a) the legislatures; (b) the public service; and (c) the judiciary, compared to national distributions, by sex, age, persons with disabilities and population groups";demographic groups
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-07 : Ensure responsive, inclusive, participatory and representative decision-making at all levels;"Indicateur 16-07-01 : Proportions of positions in national and local institutions, including (a) the legislatures; (b) the public service; and (c) the judiciary, compared to national distributions, by sex, age, persons with disabilities and population groups";occupational categories
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-07 : Ensure responsive, inclusive, participatory and representative decision-making at all levels;"Indicateur 16-07-01 : Proportions of positions in national and local institutions, including (a) the legislatures; (b) the public service; and (c) the judiciary, compared to national distributions, by sex, age, persons with disabilities and population groups";institutional units
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-07 : Ensure responsive, inclusive, participatory and representative decision-making at all levels;"Indicateur 16-07-01 : Proportions of positions in national and local institutions, including (a) the legislatures; (b) the public service; and (c) the judiciary, compared to national distributions, by sex, age, persons with disabilities and population groups";employment levels
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-07 : Ensure responsive, inclusive, participatory and representative decision-making at all levels;"Indicateur 16-07-01 : Proportions of positions in national and local institutions, including (a) the legislatures; (b) the public service; and (c) the judiciary, compared to national distributions, by sex, age, persons with disabilities and population groups";administrative levels
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-07 : Ensure responsive, inclusive, participatory and representative decision-making at all levels;"Indicateur 16-07-01 : Proportions of positions in national and local institutions, including (a) the legislatures; (b) the public service; and (c) the judiciary, compared to national distributions, by sex, age, persons with disabilities and population groups";appointed/elected positions
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-07 : Ensure responsive, inclusive, participatory and representative decision-making at all levels;"Indicateur 16-07-01 : Proportions of positions in national and local institutions, including (a) the legislatures; (b) the public service; and (c) the judiciary, compared to national distributions, by sex, age, persons with disabilities and population groups";disability status
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-07 : Ensure responsive, inclusive, participatory and representative decision-making at all levels;"Indicateur 16-07-01 : Proportions of positions in national and local institutions, including (a) the legislatures; (b) the public service; and (c) the judiciary, compared to national distributions, by sex, age, persons with disabilities and population groups";supreme/constitutional courts
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-07 : Ensure responsive, inclusive, participatory and representative decision-making at all levels;"Indicateur 16-07-01 : Proportions of positions in national and local institutions, including (a) the legislatures; (b) the public service; and (c) the judiciary, compared to national distributions, by sex, age, persons with disabilities and population groups";higher-level courts
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-07 : Ensure responsive, inclusive, participatory and representative decision-making at all levels;"Indicateur 16-07-01 : Proportions of positions in national and local institutions, including (a) the legislatures; (b) the public service; and (c) the judiciary, compared to national distributions, by sex, age, persons with disabilities and population groups";lower-level courts
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-07 : Ensure responsive, inclusive, participatory and representative decision-making at all levels;"Indicateur 16-07-01 : Proportions of positions in national and local institutions, including (a) the legislatures; (b) the public service; and (c) the judiciary, compared to national distributions, by sex, age, persons with disabilities and population groups";specialized courts
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-07 : Ensure responsive, inclusive, participatory and representative decision-making at all levels;"Indicateur 16-07-01 : Proportions of positions in national and local institutions, including (a) the legislatures; (b) the public service; and (c) the judiciary, compared to national distributions, by sex, age, persons with disabilities and population groups";population group status
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-08 : Broaden and strengthen the participation of developing countries in the institutions of global governance;Indicateur 16-08-01 : Proportion of members and voting rights of developing countries in international organizations;developing countries
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-08 : Broaden and strengthen the participation of developing countries in the institutions of global governance;Indicateur 16-08-01 : Proportion of members and voting rights of developing countries in international organizations;international organizations
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-08 : Broaden and strengthen the participation of developing countries in the institutions of global governance;Indicateur 16-08-01 : Proportion of members and voting rights of developing countries in international organizations;voting rights
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-08 : Broaden and strengthen the participation of developing countries in the institutions of global governance;Indicateur 16-08-01 : Proportion of members and voting rights of developing countries in international organizations;united nations
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-09 : By 2030, provide legal identity for all, including birth registration;Indicateur 16-09-01 : Proportion of children under 5 years of age whose births have been registered with a civil authority, by age;birth registration
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-09 : By 2030, provide legal identity for all, including birth registration;Indicateur 16-09-01 : Proportion of children under 5 years of age whose births have been registered with a civil authority, by age;birth certificate
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-09 : By 2030, provide legal identity for all, including birth registration;Indicateur 16-09-01 : Proportion of children under 5 years of age whose births have been registered with a civil authority, by age;civil authority
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-10 : Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements;Indicateur 16-10-01 : Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months;enforced disappearance
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-10 : Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements;Indicateur 16-10-01 : Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months;arbitrary detention
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-10 : Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements;Indicateur 16-10-02 : Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information;legal frameworks
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-10 : Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements;Indicateur 16-10-02 : Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information;oversight mechanism
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-10 : Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements;Indicateur 16-10-02 : Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information;appeals mechanism
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-10 : Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements;Indicateur 16-10-02 : Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information;right to information
ODD16 : Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels;Cible 16-10 : Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements;Indicateur 16-10-02 : Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information;freedom of expression
