ODD;Cible;Indicateur;Mots-cles
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-12 : Realize timely implementation of duty-free and quota-free market access on a lasting basis for all least developed countries, consistent with World Trade Organization decisions, including by ensuring that preferential rules of origin applicable to imports from least developed countries are transparent and simple, and contribute to facilitating market access;Indicateur 17-12-01 : Weighted average tariffs faced by developing countries, least developed countries and small island developing States;national tariff lines
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-13 : Enhance global macroeconomic stability, including through policy coordination and policy coherence;Indicateur 17-13-01 : Macroeconomic Dashboard;external sector
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-13 : Enhance global macroeconomic stability, including through policy coordination and policy coherence;Indicateur 17-13-01 : Macroeconomic Dashboard;fiscal sector
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-13 : Enhance global macroeconomic stability, including through policy coordination and policy coherence;Indicateur 17-13-01 : Macroeconomic Dashboard;real sector
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-13 : Enhance global macroeconomic stability, including through policy coordination and policy coherence;Indicateur 17-13-01 : Macroeconomic Dashboard;financial sector
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-15 : Respect each country’s policy space and leadership to establish and implement policies for poverty eradication and sustainable development;Indicateur 17-15-01 : Extent of use of country-owned results frameworks and planning tools by providers of development cooperation;development cooperation
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-15 : Respect each country’s policy space and leadership to establish and implement policies for poverty eradication and sustainable development;Indicateur 17-15-01 : Extent of use of country-owned results frameworks and planning tools by providers of development cooperation;priority-setting mechanisms
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-15 : Respect each country’s policy space and leadership to establish and implement policies for poverty eradication and sustainable development;Indicateur 17-15-01 : Extent of use of country-owned results frameworks and planning tools by providers of development cooperation;planning documents
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-15 : Respect each country’s policy space and leadership to establish and implement policies for poverty eradication and sustainable development;Indicateur 17-15-01 : Extent of use of country-owned results frameworks and planning tools by providers of development cooperation;sector strategies
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-15 : Respect each country’s policy space and leadership to establish and implement policies for poverty eradication and sustainable development;Indicateur 17-15-01 : Extent of use of country-owned results frameworks and planning tools by providers of development cooperation;sector-wide approaches
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-18 : By 2020, enhance capacity-building support to developing countries, including for least developed countries and small island developing States, to increase significantly the availability of high-quality, timely and reliable data disaggregated by income, gender, age, race, ethnicity, migratory status, disability, geographic location and other characteristics relevant in national contexts;Indicateur 17-18-01 : Statistical capacity indicators;open data
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-18 : By 2020, enhance capacity-building support to developing countries, including for least developed countries and small island developing States, to increase significantly the availability of high-quality, timely and reliable data disaggregated by income, gender, age, race, ethnicity, migratory status, disability, geographic location and other characteristics relevant in national contexts;Indicateur 17-18-01 : Statistical capacity indicators;inventory (odin)
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-18 : By 2020, enhance capacity-building support to developing countries, including for least developed countries and small island developing States, to increase significantly the availability of high-quality, timely and reliable data disaggregated by income, gender, age, race, ethnicity, migratory status, disability, geographic location and other characteristics relevant in national contexts;Indicateur 17-18-01 : Statistical capacity indicators;world bank
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-18 : By 2020, enhance capacity-building support to developing countries, including for least developed countries and small island developing States, to increase significantly the availability of high-quality, timely and reliable data disaggregated by income, gender, age, race, ethnicity, migratory status, disability, geographic location and other characteristics relevant in national contexts;Indicateur 17-18-01 : Statistical capacity indicators;data use
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-18 : By 2020, enhance capacity-building support to developing countries, including for least developed countries and small island developing States, to increase significantly the availability of high-quality, timely and reliable data disaggregated by income, gender, age, race, ethnicity, migratory status, disability, geographic location and other characteristics relevant in national contexts;Indicateur 17-18-01 : Statistical capacity indicators;administrative data
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-18 : By 2020, enhance capacity-building support to developing countries, including for least developed countries and small island developing States, to increase significantly the availability of high-quality, timely and reliable data disaggregated by income, gender, age, race, ethnicity, migratory status, disability, geographic location and other characteristics relevant in national contexts;Indicateur 17-18-01 : Statistical capacity indicators;geospatial data
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-18 : By 2020, enhance capacity-building support to developing countries, including for least developed countries and small island developing States, to increase significantly the availability of high-quality, timely and reliable data disaggregated by income, gender, age, race, ethnicity, migratory status, disability, geographic location and other characteristics relevant in national contexts;Indicateur 17-18-01 : Statistical capacity indicators;data services
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-18 : By 2020, enhance capacity-building support to developing countries, including for least developed countries and small island developing States, to increase significantly the availability of high-quality, timely and reliable data disaggregated by income, gender, age, race, ethnicity, migratory status, disability, geographic location and other characteristics relevant in national contexts;Indicateur 17-18-01 : Statistical capacity indicators;data infrastructure
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-18 : By 2020, enhance capacity-building support to developing countries, including for least developed countries and small island developing States, to increase significantly the availability of high-quality, timely and reliable data disaggregated by income, gender, age, race, ethnicity, migratory status, disability, geographic location and other characteristics relevant in national contexts;Indicateur 17-18-01 : Statistical capacity indicators;cpi base year
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-18 : By 2020, enhance capacity-building support to developing countries, including for least developed countries and small island developing States, to increase significantly the availability of high-quality, timely and reliable data disaggregated by income, gender, age, race, ethnicity, migratory status, disability, geographic location and other characteristics relevant in national contexts;Indicateur 17-18-01 : Statistical capacity indicators;business process.
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-18 : By 2020, enhance capacity-building support to developing countries, including for least developed countries and small island developing States, to increase significantly the availability of high-quality, timely and reliable data disaggregated by income, gender, age, race, ethnicity, migratory status, disability, geographic location and other characteristics relevant in national contexts;Indicateur 17-18-03 : Number of countries with a national statistical plan that is fully funded and under implementation, by source of funding;national statistical plan
ODD17 : Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development;Cible 17-19 : By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries;"Indicateur 17-19-02 : Proportion of countries that (a) have conducted at least one population and housing census in the last 10 years; and (b) have achieved 100 per cent birth registration and 80 per cent death registration";based vital statistics.
