ODD;Cible;Indicateur;Mots-cles
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-05 : By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations;Indicateur 11-05-02 : Direct economic loss attributed to disasters in relation to global gross domestic product (GDP);direct economic loss
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-05 : By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations;Indicateur 11-05-02 : Direct economic loss attributed to disasters in relation to global gross domestic product (GDP);indirect economic loss
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-05 : By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations;Indicateur 11-05-03 : (a) Damage to critical infrastructure and (b) number of disruptions to basic services, attributed to disasters;physical assets
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-05 : By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations;Indicateur 11-05-03 : (a) Damage to critical infrastructure and (b) number of disruptions to basic services, attributed to disasters;partial destruction
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-05 : By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations;Indicateur 11-05-03 : (a) Damage to critical infrastructure and (b) number of disruptions to basic services, attributed to disasters;monetary value
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-05 : By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations;Indicateur 11-05-03 : (a) Damage to critical infrastructure and (b) number of disruptions to basic services, attributed to disasters;total destruction
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-06 : By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management;Indicateur 11-06-01 : Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities;total msw generated
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-06 : By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management;Indicateur 11-06-01 : Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities;total msw collected
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-06 : By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management;Indicateur 11-06-01 : Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities;recovery facilities
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-06 : By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management;Indicateur 11-06-01 : Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities;energy recovery
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-06 : By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management;Indicateur 11-06-01 : Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities;mechanical biological treatment
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-06 : By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management;Indicateur 11-06-01 : Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities;materials recovery facility
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-06 : By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management;Indicateur 11-06-01 : Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities;multi re-use facility
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-06 : By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management;Indicateur 11-06-01 : Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities;apex traders
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-06 : By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management;Indicateur 11-06-01 : Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities;end-of-chain recyclers
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-06 : By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management;Indicateur 11-06-01 : Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities;control level
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-06 : By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management;Indicateur 11-06-01 : Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities;formal waste management
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-07 : By 2030, provide universal access to safe, inclusive and accessible, green and public spaces, in particular for women and children, older persons and persons with disabilities;Indicateur 11-07-01 : Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities;built-up area
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-07 : By 2030, provide universal access to safe, inclusive and accessible, green and public spaces, in particular for women and children, older persons and persons with disabilities;Indicateur 11-07-01 : Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities;public space
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-07 : By 2030, provide universal access to safe, inclusive and accessible, green and public spaces, in particular for women and children, older persons and persons with disabilities;Indicateur 11-07-01 : Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities;open spaces
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-07 : By 2030, provide universal access to safe, inclusive and accessible, green and public spaces, in particular for women and children, older persons and persons with disabilities;Indicateur 11-07-01 : Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities;urban area
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-07 : By 2030, provide universal access to safe, inclusive and accessible, green and public spaces, in particular for women and children, older persons and persons with disabilities;Indicateur 11-07-01 : Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities;population density
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-07 : By 2030, provide universal access to safe, inclusive and accessible, green and public spaces, in particular for women and children, older persons and persons with disabilities;Indicateur 11-07-01 : Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities;grid cells
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-07 : By 2030, provide universal access to safe, inclusive and accessible, green and public spaces, in particular for women and children, older persons and persons with disabilities;Indicateur 11-07-01 : Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities;local units
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-07 : By 2030, provide universal access to safe, inclusive and accessible, green and public spaces, in particular for women and children, older persons and persons with disabilities;Indicateur 11-07-01 : Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities;population size
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-07 : By 2030, provide universal access to safe, inclusive and accessible, green and public spaces, in particular for women and children, older persons and persons with disabilities;Indicateur 11-07-01 : Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities;public use
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-07 : By 2030, provide universal access to safe, inclusive and accessible, green and public spaces, in particular for women and children, older persons and persons with disabilities;Indicateur 11-07-01 : Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities;profit motive
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-07 : By 2030, provide universal access to safe, inclusive and accessible, green and public spaces, in particular for women and children, older persons and persons with disabilities;Indicateur 11-07-01 : Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities;community interaction
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-07 : By 2030, provide universal access to safe, inclusive and accessible, green and public spaces, in particular for women and children, older persons and persons with disabilities;Indicateur 11-07-01 : Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities;public involvement
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-07 : By 2030, provide universal access to safe, inclusive and accessible, green and public spaces, in particular for women and children, older persons and persons with disabilities;Indicateur 11-07-01 : Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities;national/metropolitan open spaces
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-07 : By 2030, provide universal access to safe, inclusive and accessible, green and public spaces, in particular for women and children, older persons and persons with disabilities;Indicateur 11-07-01 : Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities;district/city open spaces
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-07 : By 2030, provide universal access to safe, inclusive and accessible, green and public spaces, in particular for women and children, older persons and persons with disabilities;Indicateur 11-07-01 : Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities;neighbourhood open spaces
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-07 : By 2030, provide universal access to safe, inclusive and accessible, green and public spaces, in particular for women and children, older persons and persons with disabilities;Indicateur 11-07-01 : Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities;local/pocket open spaces
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-07 : By 2030, provide universal access to safe, inclusive and accessible, green and public spaces, in particular for women and children, older persons and persons with disabilities;Indicateur 11-07-01 : Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities;linear open spaces
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-07 : By 2030, provide universal access to safe, inclusive and accessible, green and public spaces, in particular for women and children, older persons and persons with disabilities;Indicateur 11-07-01 : Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities;green public areas
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-07 : By 2030, provide universal access to safe, inclusive and accessible, green and public spaces, in particular for women and children, older persons and persons with disabilities;Indicateur 11-07-01 : Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities;riparian reserves
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-07 : By 2030, provide universal access to safe, inclusive and accessible, green and public spaces, in particular for women and children, older persons and persons with disabilities;Indicateur 11-07-01 : Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities;sports fields
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-07 : By 2030, provide universal access to safe, inclusive and accessible, green and public spaces, in particular for women and children, older persons and persons with disabilities;Indicateur 11-07-01 : Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities;community gardens
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-07 : By 2030, provide universal access to safe, inclusive and accessible, green and public spaces, in particular for women and children, older persons and persons with disabilities;Indicateur 11-07-01 : Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities;pocket parks
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-07 : By 2030, provide universal access to safe, inclusive and accessible, green and public spaces, in particular for women and children, older persons and persons with disabilities;Indicateur 11-07-02 : Proportion of persons victim of non-sexual or sexual harassment, by sex, age, disability status and place of occurrence, in the previous 12 months;sexual harassment
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-0A : Support positive economic, social and environmental links between urban, peri-urban and rural areas by strengthening national and regional development planning;"Indicateur 11-0A-01 : Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space";population dynamics
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-0A : Support positive economic, social and environmental links between urban, peri-urban and rural areas by strengthening national and regional development planning;"Indicateur 11-0A-01 : Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space";timely data
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-0A : Support positive economic, social and environmental links between urban, peri-urban and rural areas by strengthening national and regional development planning;"Indicateur 11-0A-01 : Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space";territorial development
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-0A : Support positive economic, social and environmental links between urban, peri-urban and rural areas by strengthening national and regional development planning;"Indicateur 11-0A-01 : Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space";balanced territorial development
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-0A : Support positive economic, social and environmental links between urban, peri-urban and rural areas by strengthening national and regional development planning;"Indicateur 11-0A-01 : Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space";urban-rural continuum
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-0A : Support positive economic, social and environmental links between urban, peri-urban and rural areas by strengthening national and regional development planning;"Indicateur 11-0A-01 : Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space";local fiscal space
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-0A : Support positive economic, social and environmental links between urban, peri-urban and rural areas by strengthening national and regional development planning;"Indicateur 11-0A-01 : Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space";financial resources
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-0A : Support positive economic, social and environmental links between urban, peri-urban and rural areas by strengthening national and regional development planning;"Indicateur 11-0A-01 : Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space";human capacities
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-0A : Support positive economic, social and environmental links between urban, peri-urban and rural areas by strengthening national and regional development planning;"Indicateur 11-0A-01 : Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space";monitoring and evaluation
ODD11 : Make cities and human settlements inclusive, safe, resilient and sustainable;Cible 11-0A : Support positive economic, social and environmental links between urban, peri-urban and rural areas by strengthening national and regional development planning;"Indicateur 11-0A-01 : Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space";global urban agendas
