ODD,Cible,Indicateur,Mots-cles
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-01 : By 2030, ensure that all girls and boys complete free, equitable and quality primary and secondary education leading to relevant and effective learning outcomes","Indicateur 04-01-02 : Completion rate (primary education, lower secondary education, upper secondary education)",young people
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-01 : By 2030, ensure that all girls and boys complete free, equitable and quality primary and secondary education leading to relevant and effective learning outcomes","Indicateur 04-01-02 : Completion rate (primary education, lower secondary education, upper secondary education)",intended age
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-01 : By 2030, ensure that all girls and boys complete free, equitable and quality primary and secondary education leading to relevant and effective learning outcomes","Indicateur 04-01-02 : Completion rate (primary education, lower secondary education, upper secondary education)",full-time study
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-01 : By 2030, ensure that all girls and boys complete free, equitable and quality primary and secondary education leading to relevant and effective learning outcomes","Indicateur 04-01-02 : Completion rate (primary education, lower secondary education, upper secondary education)",grade progression
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-01 : By 2030, ensure that all girls and boys complete free, equitable and quality primary and secondary education leading to relevant and effective learning outcomes","Indicateur 04-01-02 : Completion rate (primary education, lower secondary education, upper secondary education)",repeating grades
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-01 : By 2030, ensure that all girls and boys complete free, equitable and quality primary and secondary education leading to relevant and effective learning outcomes","Indicateur 04-01-02 : Completion rate (primary education, lower secondary education, upper secondary education)",skipping grades
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-01 : By 2030, ensure that all girls and boys complete free, equitable and quality primary and secondary education leading to relevant and effective learning outcomes","Indicateur 04-01-02 : Completion rate (primary education, lower secondary education, upper secondary education)",primary education
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-01 : By 2030, ensure that all girls and boys complete free, equitable and quality primary and secondary education leading to relevant and effective learning outcomes","Indicateur 04-01-02 : Completion rate (primary education, lower secondary education, upper secondary education)",age group
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-01 : By 2030, ensure that all girls and boys complete free, equitable and quality primary and secondary education leading to relevant and effective learning outcomes","Indicateur 04-01-02 : Completion rate (primary education, lower secondary education, upper secondary education)",completion rate
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-02 : By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre‑primary education so that they are ready for primary education","Indicateur 04-02-01 : Proportion of children aged 24–59 months who are developmentally on track in health, learning and psychosocial well-being, by sex",psychosocial well-being
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-02 : By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre‑primary education so that they are ready for primary education","Indicateur 04-02-01 : Proportion of children aged 24–59 months who are developmentally on track in health, learning and psychosocial well-being, by sex",executive functioning
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-02 : By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre‑primary education so that they are ready for primary education","Indicateur 04-02-01 : Proportion of children aged 24–59 months who are developmentally on track in health, learning and psychosocial well-being, by sex",emotional skills
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-02 : By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre‑primary education so that they are ready for primary education","Indicateur 04-02-01 : Proportion of children aged 24–59 months who are developmentally on track in health, learning and psychosocial well-being, by sex",social skills
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-02 : By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre‑primary education so that they are ready for primary education","Indicateur 04-02-01 : Proportion of children aged 24–59 months who are developmentally on track in health, learning and psychosocial well-being, by sex",internalizing behavior
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-02 : By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre‑primary education so that they are ready for primary education","Indicateur 04-02-01 : Proportion of children aged 24–59 months who are developmentally on track in health, learning and psychosocial well-being, by sex",externalizing behavior
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-02 : By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre‑primary education so that they are ready for primary education","Indicateur 04-02-01 : Proportion of children aged 24–59 months who are developmentally on track in health, learning and psychosocial well-being, by sex",developmental outcomes
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-02 : By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre‑primary education so that they are ready for primary education","Indicateur 04-02-01 : Proportion of children aged 24–59 months who are developmentally on track in health, learning and psychosocial well-being, by sex",developmental milestones
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-02 : By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre‑primary education so that they are ready for primary education","Indicateur 04-02-02 : Participation rate in organized learning (one year before the official primary entry age), by sex",organized learning
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-02 : By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre‑primary education so that they are ready for primary education","Indicateur 04-02-02 : Participation rate in organized learning (one year before the official primary entry age), by sex",primary education
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-02 : By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre‑primary education so that they are ready for primary education","Indicateur 04-02-02 : Participation rate in organized learning (one year before the official primary entry age), by sex",age range
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-02 : By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre‑primary education so that they are ready for primary education","Indicateur 04-02-02 : Participation rate in organized learning (one year before the official primary entry age), by sex",combination programmes
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-02 : By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre‑primary education so that they are ready for primary education","Indicateur 04-02-02 : Participation rate in organized learning (one year before the official primary entry age), by sex",coherent set
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-02 : By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre‑primary education so that they are ready for primary education","Indicateur 04-02-02 : Participation rate in organized learning (one year before the official primary entry age), by sex",educational activities
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-02 : By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre‑primary education so that they are ready for primary education","Indicateur 04-02-02 : Participation rate in organized learning (one year before the official primary entry age), by sex",primary education
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-02 : By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre‑primary education so that they are ready for primary education","Indicateur 04-02-02 : Participation rate in organized learning (one year before the official primary entry age), by sex",fundamental skills
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-02 : By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre‑primary education so that they are ready for primary education","Indicateur 04-02-02 : Participation rate in organized learning (one year before the official primary entry age), by sex",personal development
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-02 : By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre‑primary education so that they are ready for primary education","Indicateur 04-02-02 : Participation rate in organized learning (one year before the official primary entry age), by sex",national legislation
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-02 : By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre‑primary education so that they are ready for primary education","Indicateur 04-02-02 : Participation rate in organized learning (one year before the official primary entry age), by sex",primary education
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-02 : By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre‑primary education so that they are ready for primary education","Indicateur 04-02-02 : Participation rate in organized learning (one year before the official primary entry age), by sex",global level
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-03 : By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","Indicateur 04-03-01 : Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex",age range
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-03 : By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","Indicateur 04-03-01 : Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex",formal education
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-03 : By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","Indicateur 04-03-01 : Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex",non-formal education
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-03 : By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","Indicateur 04-03-01 : Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex",young people
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",ict skills
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",skill areas
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",computer-related activities
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",response categories
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",digital literacy
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",ict infrastructure
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",digital inclusion
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",digital transformation
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",digital innovation
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",climate change
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",renewable energy
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",resource management
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",waste reduction
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",poverty reduction
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",gender equality
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",attached files
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",basic arithmetic
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",energy efficiency
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",renewable energy
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",climate change
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",resource management
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",poverty reduction
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",gender equality
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",energy efficiency
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",programming language
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",computer program
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",embedded computing
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",multiple responses
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",carried out
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",climate change
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",poverty reduction
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",gender equality
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",clean water
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",green economy
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",digital format
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",electronic books
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",disease prevention
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",injury treatment
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",medical care
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",public health
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",health education
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",community development
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",economic growth
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",social justice
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",video calling
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",civic issues
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",political issues
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",digital environment
ODD04 : Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"Cible 04-04 : By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship","Indicateur 04-04-01 : Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",climate change
